1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
,426664.926,182801.14,329646.435,439035.503,281671.039,254562.749,270715.073,153101.49,205450.16,408361.724,458490.859,416836.422,335692.487,388387.935,308363.259,521487.459,483275.506,400701.18,434374.363,480169.316,516335.256,391868.959,403220.127,137966.943,412845.302,384737.073,477885.034,390976.565,284060.096,511106.854,403813.6,427540.884,328422.624,436588.568,713625.225,587325.527,456492.668,447720.369,428770.506,396789.096,370921.511,438304.696,433811.941,404266.441,215817.882,461002.402,319740.756,
,440112.686,196005.862,328329.11,464738.707,298010.666,271701.185,288699.096,160841.064,218370.223,415367.034,459303.182,424985.123,345241.349,397183.888,308079.066,536709.052,482644.668,410896.759,443985.27,493906.009,528182.014,399853.03,410660.139,158247.032,426773.865,392462.392,495015.581,394959.284,294234.349,522270.66,410235.022,443137.793,340949.13,437817.912,730029.234,597619.574,467545.289,461316.896,443902.993,415192.147,382372.939,441755.706,456486.031,408212.382,220999.046,470471.318,326324.623,
,450275.576,207484.339,335928.308,486451.441,312928.368,284866.846,309548.974,175020.758,224370.227,420616.479,467566.327,428819.175,353028.504,405797.081,311250.243,550616.732,477440.778,427016.678,456777.71,506628.695,539600.372,407560.893,421565.018,173865.669,440468.529,393097.271,511383.079,403075.773,307409.055,534290.918,419475.946,455986.993,349299.669,441339.72,745299.173,610695.883,482752.324,483875.778,456206.272,438700.758,389363.645,445638.096,477586.999,404916.972,221678.19,483924.652,338577.106,
,455364.637,214033.478,335515.75,494795.498,321980.189,298877.902,329157.769,183366.144,234187.934,427666.142,479131.814,431684.188,361308.053,413918.867,317233.557,562326.78,474715.921,440843.751,464611.7,517565.281,548504.539,419813.304,433207.179,189199.566,454005.736,396462.291,523900.126,409576.931,321021.715,543454.16,425254.688,463437.337,363422.94,454216.099,757619.743,632307.386,504618.523,506643.58,464185.33,458636.706,393509.291,448988.349,496415.256,402006.776,222371.479,502138.454,353189.74,
,466275.482,224773.53,333101.591,513814.362,354472.839,317730.507,346521.249,187891.355,249016.847,435059.553,493469.239,440165.605,371731.306,424387.692,328642.354,575842.56,477113.663,446368.02,480000.88,528287.736,556347.94,436120.436,440847.52,199289.928,466933.574,399166.889,525609.931,416301.906,334322.125,552630.035,432420.546,472067.467,380347.903,468059.305,769871.032,658955.117,526027.58,529829.864,469055.232,476160.573,396870.814,460818.512,514305.874,406107.685,226461.197,524866.864,363686.199,
,478227.976,218808.241,339699.988,525059.616,381110.955,333316.942,338710.788,200160.961,262849.668,445177.907,504320.816,448820.728,378795.657,437103.431,338518.68,586918.577,486177.836,443459.128,498731.357,537675.852,563957.322,455053.749,448971.294,206519.781,482383.59,397759.177,524293.842,422693.035,348306.068,562503.1,441803.388,481904.832,398665.34,480726.979,780734.725,683741.631,547625.15,548372.032,474372.513,481946.321,398291.43,476391.022,531625.876,420129.737,235561.618,549632.008,374222.779,
,483837.861,217004.709,341696.789,529516.868,381923.74,355468.278,345732.611,193013.551,272169.327,455716.0,513251.434,462164.708,387951.252,453521.127,349886.976,598971.061,500087.067,435878.51,517131.535,544190.43,571706.574,479604.57,458511.18,208292.092,496599.981,399284.636,522673.619,427937.638,365192.563,566323.715,459069.647,485914.478,418370.069,495175.181,792499.394,707028.885,563016.355,565013.925,481550.04,475843.26,402167.518,496818.113,547401.236,438159.094,245873.689,579081.758,389222.703,
,492140.469,224445.465,336981.832,557221.417,401503.723,377603.334,337199.476,187830.254,287877.108,462667.857,518923.328,477797.92,393882.604,466809.48,360055.795,612081.619,519479.865,433750.526,532652.502,551404.812,582907.655,505661.996,473794.21,218089.271,511640.559,404825.33,520636.561,428685.919,384941.721,567799.109,477103.193,493173.087,441688.374,506456.729,806750.266,729626.266,573261.486,585583.51,486286.565,462277.259,411055.892,515398.385,564566.984,458870.928,254300.575,605945.204,409266.852,
,505439.324,223102.32,351806.22,580090.319,403669.462,397069.707,321611.535,191743.99,304903.988,470509.841,524507.76,492464.728,396895.504,484881.556,369967.473,626342.751,539167.142,435423.823,550681.868,560478.36,592492.977,532521.326,494717.392,230081.18,526126.401,414348.567,521942.05,430843.823,405679.586,568832.045,496153.648,503446.948,458101.719,517174.147,822816.994,740804.805,580434.849,605450.734,487380.02,451319.234,420919.712,526369.067,582450.757,478850.654,262345.761,629212.634,427445.577,
,518516.007,217487.462,363572.693,611501.312,395775.124,417886.702,317706.156,189145.096,313108.609,485503.8,531336.744,502380.114,397863.876,501866.667,375904.25,638357.191,561630.025,446779.923,566915.851,566969.773,605915.308,552833.058,515406.743,246215.512,540166.748,426625.016,532308.858,433073.315,423363.64,566804.111,517902.399,515880.555,470134.927,530426.109,842575.078,747095.391,583120.891,622868.218,490464.584,440872.225,432084.936,529001.714,602907.435,495680.157,268053.764,650360.255,447914.011,
,526707.529,222792.361,383759.506,643476.906,412383.894,432763.71,315014.301,196094.765,324405.259,505248.441,538703.942,509997.624,401825.0,513344.383,383098.196,650779.626,574598.52,465095.489,583644.96,572401.709,618934.363,573184.194,532160.776,261877.242,545916.4,441095.263,542446.389,437808.648,436426.089,564072.173,538108.91,531999.515,476244.353,545142.49,860977.337,753776.349,577720.384,638407.901,487271.393,437904.15,444352.457,530537.694,617713.788,512364.048,270920.92,676222.074,466011.682,
,546490.642,231797.202,402794.063,646941.45,426801.187,449260.09,324700.958,204782.783,329631.379,523724.634,547250.916,523437.06,411371.907,519454.32,389846.629,658797.96,582008.189,481632.812,600221.188,583352.943,627491.629,586714.312,543573.361,282045.535,549199.348,454308.474,548378.572,438629.067,446281.397,569423.812,554771.527,555755.946,478598.464,556993.992,878545.237,752124.148,577606.511,649446.813,475042.536,439645.629,455109.755,524050.707,631113.316,526042.709,269369.625,692605.12,479906.378,
,565363.121,228032.314,408123.579,664096.917,439672.78,457412.004,326984.834,221273.377,334800.734,548029.106,558963.112,538686.116,424705.752,527655.051,402408.739,670001.917,583774.587,488638.615,616992.665,597901.493,633374.301,604925.548,551534.379,303005.398,554366.999,466372.33,549144.095,440199.517,452419.458,580702.134,570065.923,581882.351,483138.951,570660.164,892975.931,741900.08,586602.866,658808.855,470033.176,447369.084,457059.814,516857.841,644738.838,537143.706,270371.278,704857.737,486569.52,
,550484.174,251645.691,421457.87,663881.63,455508.7,468116.779,349081.705,232124.334,347152.364,573194.37,564252.37,560588.593,448351.13,538348.134,416049.091,680704.535,577595.586,498191.076,627251.64,612085.427,643102.592,619345.576,554302.69,319461.167,552024.538,471189.221,548901.343,441795.878,458626.635,596595.185,578176.157,604881.01,482900.853,580531.186,900648.551,740738.661,597590.195,669533.681,473056.438,452114.941,458351.987,510876.134,659426.976,544829.426,272051.246,713976.598,491988.374,
,553391.575,274339.664,439490.444,658660.795,463173.602,451519.925,368674.859,241976.852,355969.621,588012.98,565300.797,586208.106,471936.403,543712.975,431913.684,697266.286,571116.834,507888.506,632212.38,629818.688,655324.688,639331.883,553137.257,333268.623,544444.477,468480.758,548249.743,447790.211,464394.532,610126.766,579553.575,621599.47,483234.615,587668.974,903501.49,734330.401,609218.403,678214.449,476890.554,458321.678,457304.786,504651.977,671265.635,552470.874,279638.933,727926.524,494102.947,
,540619.526,296112.707,447169.1,663936.046,471959.685,446021.024,393824.169,257968.226,363264.253,592071.79,568105.614,608692.882,490685.697,547709.829,446395.415,710665.148,572236.203,519436.435,630664.794,647469.66,669441.897,656860.755,551406.91,349811.735,544869.09,466904.448,547420.457,449233.144,465450.377,626309.968,584684.141,633310.283,486276.259,596749.932,896021.788,723664.907,626459.785,687397.519,485985.981,459371.151,458547.856,506346.291,680675.82,556582.645,287417.491,736016.13,496752.979,
,517900.855,319265.62,471382.594,668968.8,498684.02,446257.904,418699.117,262350.38,374854.57,587988.775,567614.031,621063.483,502494.085,547028.296,459512.752,725444.934,574601.709,529579.888,626254.865,658080.618,691253.541,677894.269,557537.409,368527.924,553549.3,467949.543,553235.213,456080.125,462550.324,639598.292,593470.269,645188.739,486679.545,608507.919,887126.396,717269.849,646229.772,694357.073,504476.036,466029.041,460749.392,509008.626,689156.72,564396.655,299757.731,751155.341,498013.855,
,531033.971,329122.008,497682.585,673715.954,515318.046,432528.94,423611.957,266398.287,389873.092,574419.606,563728.897,626831.653,506686.504,548424.878,465194.941,733676.486,580905.664,540630.602,626241.821,665868.372,709479.182,696402.454,567369.445,388857.45,562539.252,472580.655,567456.947,462302.583,461440.821,654465.296,601155.82,660021.933,484702.891,612330.015,872087.874,719515.45,657366.201,699059.482,517670.7,473056.284,466866.92,504705.062,693646.058,576868.33,317548.369,763753.349,502008.217,
,536187.816,344246.789,517618.509,678848.404,547149.777,444879.583,438780.213,277373.553,398881.827,551830.013,566439.041,622142.318,500134.081,541967.844,469692.514,739538.245,595505.724,551048.419,632658.446,667394.927,721615.701,712265.856,579783.306,412573.388,578193.791,482175.62,583065.194,470351.482,456893.391,675494.542,614195.729,678448.767,485130.165,615581.834,856072.98,718557.727,666172.855,699815.422,537085.34,479713.547,476394.949,499875.327,699555.456,596660.455,339986.361,776650.686,511245.716,
,562137.621,347018.772,538649.969,679793.148,581472.963,458156.265,450670.118,285219.386,404531.092,538764.796,571310.587,616068.882,492167.982,537794.976,476006.44,743024.573,611222.365,564413.476,638108.488,656755.143,732451.51,728566.148,596081.743,438220.244,592913.944,498336.724,593452.647,480835.785,454956.234,703312.987,632184.777,699556.408,488876.957,623695.31,839120.233,722177.931,679509.241,708569.3,558403.46,484763.919,491910.37,503927.029,711660.493,619412.066,357426.524,781670.895,529038.361,
,585668.717,350698.761,549259.884,682446.449,604470.951,478504.188,453943.783,286328.451,417869.879,530191.069,587040.496,606902.665,479840.935,540835.0,486405.548,750670.143,630634.884,576937.252,647170.796,643424.454,741443.885,742328.892,602172.06,465816.094,604175.221,518162.779,601568.987,492860.163,459741.636,716038.77,651587.896,718173.067,491854.511,632147.24,825189.025,726041.53,696154.615,723473.265,577319.017,494919.505,506484.697,499920.88,734558.573,642818.854,374594.674,787909.123,551625.563,
,592604.757,353935.659,563985.035,681424.033,630640.081,494390.45,465763.535,293935.333,420205.775,526499.619,605316.812,595926.836,463169.878,553182.707,495687.353,753124.35,648448.976,589613.238,662742.254,635823.089,748497.522,750178.83,603409.256,486433.891,606684.942,540454.235,606253.397,496227.384,466315.702,726619.963,667098.268,730982.39,495592.248,637368.327,809247.783,731767.631,711497.153,740967.199,589915.129,503438.374,522086.356,505065.782,764195.912,664020.37,387775.996,797862.716,576063.458,
,610257.033,356486.096,544686.835,680530.919,637183.333,518924.089,481926.484,308853.457,420353.593,525827.274,624212.564,589181.498,452238.504,565065.345,507358.89,758735.463,665589.521,600006.774,675921.97,631229.165,756451.825,756549.626,596669.404,497450.797,612078.547,560027.198,610316.515,498704.162,475509.137,736715.753,675863.211,733685.937,496312.68,652167.213,810742.242,734900.507,731625.699,756515.274,605760.408,511183.529,541249.272,521951.486,795327.809,683796.535,394333.235,814755.84,599406.732,
,608458.86,369831.258,538285.073,709977.223,650368.381,543595.699,489561.387,313618.143,422392.355,527853.353,643774.599,593079.96,446676.221,579649.739,516121.444,769377.328,678356.531,603912.273,691178.982,629188.45,770449.68,768723.325,590339.255,499786.07,613516.092,577310.62,616785.452,498585.647,489592.961,742971.586,683962.331,731414.96,508299.95,671893.638,825689.847,737857.639,752850.412,782188.926,610575.593,522120.313,563642.368,544661.557,824003.637,694553.275,397791.868,840235.842,619049.118,
,605669.676,378465.518,522215.96,724124.517,652445.387,544300.169,497117.116,325600.886,425673.722,523871.779,670338.167,603841.221,442904.771,592692.771,524131.23,779785.49,690815.694,605513.473,705139.613,641121.703,785288.413,780555.977,582109.264,500094.096,623690.894,598019.577,628088.805,493183.589,505295.846,741137.725,690722.787,730870.92,525506.869,687815.806,850564.902,741655.243,773803.337,796286.254,610359.338,538914.144,579661.829,558644.166,845144.346,700675.837,405466.855,867074.49,636358.002,
,627065.828,391857.303,498084.083,750818.866,653434.618,556850.236,501717.613,344128.038,432842.915,520062.865,688021.304,621552.029,457213.285,601043.707,529315.585,791377.707,695426.925,608789.806,719604.424,656844.023,803954.07,791620.168,586260.357,504037.78,641408.787,605622.163,640973.731,490532.03,515139.325,744479.544,690666.482,731929.775,536410.828,701611.661,883794.28,750541.889,784539.561,798437.569,605481.119,556186.987,591753.503,571062.149,853054.017,706192.238,416674.947,886414.048,649114.24,
,637360.323,407581.228,503380.37,786538.698,677210.807,564334.648,507874.9,355271.294,436825.589,519843.12,700911.948,644123.026,478316.0,604989.181,541917.671,810896.738,699304.799,618849.438,734402.053,669028.125,821346.988,800976.865,589680.257,514529.738,665547.528,606482.501,658165.73,498990.202,524357.728,749642.523,683294.244,732472.383,548585.227,711703.522,909035.896,760920.951,792034.587,799194.693,599783.477,576564.64,601562.397,578840.591,854537.457,713116.32,433055.821,888638.892,661539.017,
,643100.698,432849.094,502025.338,786000.185,690681.292,562506.29,529916.317,363562.089,451872.192,524176.296,710425.664,667681.875,497580.435,608757.969,552932.284,826922.134,700622.738,634955.462,752048.445,679370.986,828836.689,812333.494,599820.668,533500.322,690782.091,611255.759,672670.565,510304.538,529092.754,749658.016,678222.037,740876.083,566469.934,715610.52,921642.919,769522.271,802611.43,798630.519,592972.273,599400.052,611520.48,583474.464,850814.594,721440.006,450530.973,882556.771,670941.493,
,662219.789,451012.849,498242.727,794565.362,693785.892,582763.147,542458.88,375821.572,464573.349,536316.421,713481.951,686459.647,515861.139,619762.592,563452.208,839608.786,709905.998,660752.758,769302.486,694056.734,825757.461,823660.512,610791.911,561312.063,721033.403,618165.237,685967.31,513194.049,535750.255,737521.175,671281.182,756352.627,580112.23,712539.981,928533.069,782816.455,817011.056,783862.706,595393.817,622750.056,620163.841,589024.92,846107.831,731994.539,470849.401,882505.506,676128.26,
,664893.701,470510.571,502325.223,780995.59,712379.138,601290.166,575773.561,388949.172,481375.782,554710.68,705642.062,695699.766,533928.409,641428.642,576693.723,853074.953,720738.953,689537.485,792658.073,708623.558,823617.714,834641.687,625458.912,596165.062,738000.518,624388.795,698955.03,518462.427,544804.52,725897.421,665995.1,768465.612,584508.815,701681.345,925540.765,793104.461,821567.384,772388.158,601401.002,640472.817,632115.32,606535.511,845389.34,747320.583,491697.072,887035.851,674897.86,
,662411.486,496445.42,511810.934,769389.602,715466.369,601916.585,608201.038,408007.182,498473.023,576270.296,699290.365,696501.501,537286.871,664088.332,591602.131,869666.487,742777.611,706259.339,814621.452,728625.784,824158.072,851869.606,640218.607,627787.699,744115.364,645082.936,717546.196,525919.605,557911.839,720181.639,664138.784,778506.131,594424.009,689860.228,921983.0,801834.209,829047.994,768147.179,612469.047,653970.454,646222.005,628919.879,861629.915,767635.913,507799.496,890025.073,673967.488,
,670893.734,510741.008,510729.929,768209.045,710817.96,613223.141,617030.603,423231.87,511738.83,596797.79,700250.921,693480.9,540690.089,686914.036,607487.453,884824.247,763286.671,718026.875,830444.56,741948.821,830066.708,873372.443,659959.544,650210.728,753132.745,672086.584,737907.065,532681.983,579314.204,717045.069,669065.701,788144.209,608106.715,682422.068,926321.518,811113.214,837695.314,775516.592,622174.014,661019.714,654600.975,651303.081,880220.827,780629.656,519938.211,908566.127,676240.74,
,679049.877,524419.1,529485.545,759851.988,721213.743,629156.287,638546.328,430437.209,526625.546,615209.605,706389.991,690653.978,547758.415,701078.94,623002.089,901811.637,791221.675,727995.611,842038.583,741989.836,846230.514,894069.905,678043.188,670772.669,757617.924,698745.345,764544.085,539435.121,602875.881,713851.51,675082.438,792561.964,621952.464,681672.708,936322.67,825122.073,845577.735,782564.077,632183.648,666721.397,663375.754,670617.726,904362.562,791389.84,531433.568,933254.835,688702.62,
,697572.077,511931.331,548889.566,756912.952,731823.068,632096.0,640487.842,445485.544,546545.951,628962.576,717806.174,687691.395,559320.708,700957.42,636116.559,916927.939,812180.358,740313.86,852032.71,735842.818,873764.524,912245.155,693345.061,690538.644,767479.365,723372.274,792439.996,554967.231,623813.143,719337.355,683828.168,792677.7,632838.594,686363.09,941141.168,837708.707,851358.645,794147.891,637855.915,676557.072,659638.556,693930.09,923533.225,805679.87,539913.624,944413.254,706388.287,
,711237.353,513143.988,558071.256,758441.405,750027.373,655586.844,639530.3,457733.932,562328.602,639288.322,740730.76,684040.303,574015.147,689090.642,651314.67,931732.811,830392.942,750849.678,858303.416,731987.395,901715.786,933589.716,705482.137,701277.43,782407.171,741235.336,817815.992,572518.258,638989.578,731120.741,695950.297,798969.836,646646.556,697901.116,940502.526,852910.846,862989.826,809606.969,646703.874,686627.981,650175.593,707343.399,937146.942,814444.877,549086.312,946160.34,724766.374,
,727695.024,508875.59,571715.707,749248.151,764220.644,681795.554,645956.563,463539.297,573687.393,646230.353,752619.633,683104.414,591605.667,682759.067,666245.922,938598.602,847278.898,765517.648,864298.283,728109.148,929334.47,952347.72,718346.785,702462.819,800847.404,749440.015,835874.824,587088.66,660630.478,747965.787,705538.938,812929.816,657029.874,703410.432,946766.318,855441.065,874664.39,820981.071,657508.774,703180.283,640934.351,715989.548,940210.513,808128.392,566074.033,954940.356,744096.055,
,747613.421,493647.292,577708.147,740948.26,781980.868,676412.198,651589.978,484928.136,591395.868,654615.702,754929.54,683721.452,615054.059,677146.077,678309.643,946269.361,867407.115,776660.487,877868.455,733725.071,953031.3,969622.37,713467.255,701744.602,809604.994,750512.558,853317.59,599534.369,679672.2,761562.056,706591.223,829592.597,664903.079,700911.185,946867.384,856757.355,887781.333,823014.904,678979.572,722823.046,639359.16,720102.824,944177.996,801567.952,581007.654,951428.459,764087.526,
,757571.214,487492.31,583063.831,741750.64,801968.647,684107.007,659513.337,504968.261,596118.464,665301.497,753338.417,682566.152,643122.547,676955.677,689460.538,957014.159,877503.481,786930.788,895050.034,745238.648,971952.337,980693.797,703605.668,695765.343,819848.443,739729.13,865539.138,612487.993,700675.029,779346.633,706268.666,851348.824,671144.296,695742.0,942423.718,851941.996,901207.78,827965.984,703693.422,745444.481,637792.989,719227.944,951945.649,800255.322,592409.419,937256.319,778077.651,
,769048.583,487760.569,579492.51,737108.52,808118.817,655846.576,667084.571,527639.178,600984.315,679396.53,751033.473,681166.375,673786.209,692690.416,709918.649,973790.428,888575.568,793636.417,914885.078,753991.652,981880.082,985771.663,692376.705,685306.206,827708.447,720806.048,876540.765,623557.557,721135.221,799813.977,707480.567,865635.932,677206.477,691758.638,941933.213,850090.055,906955.883,839712.32,730201.227,766070.573,641512.733,712553.222,971629.052,799083.838,601737.591,928865.382,788498.417,
,773435.149,493873.921,581021.446,748556.164,818960.235,632485.598,675605.381,550343.413,608693.293,691010.679,746682.269,681260.102,708784.619,718190.2,726834.26,989686.28,896338.514,801988.933,941138.815,759442.643,981585.573,976705.414,686192.356,677891.473,836730.462,704033.613,888653.615,638783.841,747746.106,818392.157,701862.969,863946.712,683913.61,691950.294,953383.811,854375.192,912744.845,847669.529,752817.036,790685.696,651845.627,709882.918,991729.189,792186.296,609849.665,931013.312,799704.383,
,779847.541,490641.484,591862.769,757403.425,832496.954,647887.777,684003.528,562216.954,614837.452,708429.672,753789.075,684261.875,746564.925,739437.761,742906.879,1011066.368,899621.485,819700.475,974050.814,761124.516,980516.256,959926.081,676802.652,683778.436,854148.227,696126.27,901599.336,658362.164,764620.269,824612.895,697953.128,854742.333,698891.803,700878.371,954247.339,867896.777,926145.091,858097.338,774272.015,810875.198,666285.986,713676.281,1013232.282,791620.265,612095.962,939592.144,804675.221,
,783219.281,516084.754,592947.64,797184.249,839994.773,639008.923,698776.499,579472.523,627847.565,723685.253,763816.802,694637.056,774376.894,764504.532,759915.486,1037541.008,905745.238,838843.014,1005431.498,760707.077,983594.761,948071.446,680959.638,701206.789,877994.626,700664.348,910512.076,680915.397,782450.996,829334.241,699909.918,848529.56,716664.809,725398.452,960352.366,880098.48,945966.029,873867.709,794376.05,822906.666,681575.925,725885.09,1025673.939,795938.501,624686.536,956751.585,808272.174,
,786085.522,536535.958,620080.26,824098.673,834584.924,670170.875,710484.721,583845.183,638989.52,740935.428,779409.674,705154.364,797832.272,799014.011,784964.948,1067656.156,912587.842,854629.005,1033317.674,764812.574,999548.343,938174.961,690217.526,725916.153,900060.809,712346.135,917967.616,702942.219,807705.372,832280.242,702211.7,843166.244,737545.915,753602.277,966689.261,902487.32,965967.503,885788.552,819224.46,825161.999,701284.429,751660.65,1025219.951,791729.131,647299.888,983176.024,813249.414,
,800267.284,558899.1,643945.456,845537.24,841667.808,705593.456,732178.422,589277.268,645516.282,756292.71,797329.075,719056.769,812007.235,830429.273,798618.575,1101164.166,917473.668,870675.708,1053144.319,777480.507,1025936.345,940762.403,707477.834,753776.328,916222.217,724982.52,923189.827,732604.335,830826.12,832332.081,706004.65,841454.877,763941.097,773389.749,972420.59,926545.155,989831.556,886785.249,832032.484,830608.893,726331.515,778590.952,1016801.35,784742.251,673603.431,1004292.456,819715.979,
,809296.785,585298.338,671538.447,882580.134,817838.287,693462.58,751944.132,589554.705,656218.799,776766.533,813571.182,738930.14,821290.948,860961.52,810359.386,1133497.776,921323.758,880528.928,1065841.484,784674.994,1058374.198,955435.4,722498.736,775335.911,927285.189,736268.058,926281.69,753208.556,850205.582,830603.72,716705.849,851197.697,793003.758,793739.524,974417.338,953223.084,1007814.105,883336.681,840233.095,832931.557,756927.721,812406.184,1009886.822,781141.971,699675.529,1008286.677,833571.107,
,806594.097,599363.471,700534.963,885312.139,796972.235,700847.803,768595.171,591350.04,657624.695,790125.335,828523.905,760183.474,828339.408,885602.287,821463.462,1146022.915,923648.632,882819.665,1068846.84,786778.916,1084422.298,985497.088,740905.709,787038.528,927466.557,748680.121,924452.679,767461.583,879723.111,833246.281,727035.255,862232.859,821399.006,812529.12,974167.531,979692.361,1018278.748,879745.227,840568.048,838763.874,781575.339,834854.139,1003622.346,781550.823,726132.389,1005600.33,849268.791,
,814909.765,615559.56,712134.63,889595.26,798192.217,682561.46,788731.535,600544.266,659503.146,800837.243,841629.531,783774.887,825429.721,903584.616,825779.485,1139741.932,924787.15,887352.971,1067811.245,781973.777,1093378.202,1015392.331,752688.695,788305.303,928760.674,754236.124,917673.364,776998.252,902308.059,836843.739,742080.059,868426.893,853416.048,832164.097,971643.472,1004634.211,1023544.362,875761.188,832247.747,857006.239,801229.204,845353.644,1006733.722,789406.451,749859.459,1009126.87,860218.086,
,798096.407,635126.43,731029.196,899489.487,785405.713,657594.8,806280.39,604521.147,667396.7,806606.457,852620.787,810854.443,809984.726,910367.983,822063.228,1117520.282,930577.167,891192.941,1064037.61,769747.297,1084838.523,1052655.571,758929.578,784260.747,930868.277,757933.124,912695.027,788193.219,907295.103,839091.835,763834.969,869631.291,891076.589,845449.371,965082.979,1025325.33,1027163.357,867639.903,819270.876,885535.858,814096.321,853085.064,1026094.722,793888.473,772933.618,1000958.003,873927.761,
,782829.205,650876.953,738276.192,905027.043,804662.758,672664.02,821637.674,613892.847,671810.147,803382.675,864947.916,839887.177,796432.978,909440.122,826076.483,1087683.963,939078.012,896826.161,1056258.022,745405.021,1073280.842,1085188.219,754103.016,785191.838,936348.813,765763.595,909280.228,798096.72,906792.541,840879.912,782364.364,871384.994,919871.898,862846.416,958177.846,1043242.934,1022315.001,861043.149,819737.953,908783.803,824411.644,858237.032,1044032.161,797809.525,795841.283,988542.771,886094.916,
,772385.98,660678.558,744052.073,896824.385,821904.514,674395.616,852070.75,625784.48,685202.451,789515.161,876994.447,870113.878,784562.843,906213.56,829923.266,1055127.143,951176.113,913590.723,1045466.061,725955.155,1066242.761,1114396.917,751429.913,792034.463,950190.171,766749.107,915221.707,812548.477,890704.775,841142.428,787743.795,869682.263,945527.181,880934.567,957607.69,1050892.96,1020233.11,858427.299,827723.363,927295.235,825877.229,859334.241,1058712.936,803109.204,816984.001,982100.349,894716.803,
,757984.609,677270.968,747460.41,899848.504,842633.165,695111.959,877157.501,618438.061,697585.433,782925.982,890665.639,899306.465,767792.127,911549.403,835603.692,1040964.726,964774.615,939600.124,1036813.213,707514.382,1062538.578,1133531.717,747419.731,795835.573,960808.267,760468.959,931757.7,826065.234,863038.669,834304.374,789290.032,863899.173,972005.0,893621.072,972894.675,1052996.977,1017132.561,851256.938,837195.268,934682.727,825908.489,865850.009,1081843.967,808588.26,821796.05,964016.619,912192.503,
,782286.193,688821.544,753523.633,912752.96,863633.656,719673.552,908195.235,618190.733,723935.455,789118.486,910558.351,919017.76,764074.115,912615.81,845144.485,1041397.257,971258.925,970253.513,1026202.551,700663.23,1071983.619,1153180.037,756293.208,798840.526,962737.947,754727.08,950363.885,837080.422,839946.725,826481.402,790405.591,856172.356,994033.055,896206.089,998777.577,1057528.125,1011140.302,834059.139,844844.566,925676.249,827486.027,880843.384,1107729.898,809508.322,812700.778,935950.677,933579.534,
,791194.445,696102.23,753914.793,909490.469,859744.158,754806.785,941603.803,611466.111,744311.278,799414.966,924577.729,936697.355,774190.303,912130.471,851003.297,1058262.08,973666.698,1007443.397,1007271.943,707151.716,1092979.496,1162184.9,769288.302,802386.619,963482.609,756493.407,964576.461,843001.858,830309.819,823344.223,781517.811,846915.103,1015640.565,907288.962,1032678.807,1064707.288,1007598.193,824200.206,851131.152,906668.287,830650.509,891252.409,1129478.574,818923.841,798201.256,919072.441,945576.903,
,822070.664,714657.198,754487.098,928131.15,868027.813,780808.947,921917.561,600881.044,767383.153,816570.878,932012.962,946515.374,789209.123,916178.471,859816.794,1087194.827,970981.996,1045301.618,992734.569,729595.699,1116321.359,1168705.533,789594.505,799837.713,962934.793,767036.202,981487.545,845037.752,827074.137,823573.442,776532.933,842692.338,1047686.224,923050.983,1065641.235,1073001.091,1013894.013,812794.328,861463.359,883324.583,835693.552,904034.59,1139564.34,830155.367,778904.511,915594.525,954790.683,
,857356.231,731844.913,760674.817,951987.191,871632.501,790901.889,926407.891,605774.277,795081.201,837670.849,939193.458,948976.074,802453.322,918257.802,871123.289,1122327.03,971461.001,1078626.648,979940.686,756808.65,1136517.714,1168784.117,799059.566,802406.888,961120.584,781358.507,988750.183,854041.231,836185.967,832678.929,776433.721,839725.3,1079038.128,935905.987,1096559.272,1081260.247,1017115.0,805172.958,865310.154,859078.463,842123.718,913872.014,1142255.994,846847.582,754883.139,922148.698,960710.512,
,868973.388,720010.745,763873.684,968018.653,865403.518,818080.511,900399.615,606788.805,815528.282,853841.418,936862.939,952067.952,826608.421,918909.721,878810.7,1153861.496,973779.236,1101456.693,965849.508,793857.834,1154916.49,1162552.331,813326.105,805804.832,968487.144,796509.542,984741.459,871624.379,851881.552,857647.133,776073.814,839531.384,1107529.823,963663.956,1111506.792,1103930.156,1028488.508,798326.077,871769.525,841789.027,852931.111,924189.823,1134332.855,864850.812,741827.643,939224.342,972315.133,
,888015.401,724054.77,751411.686,982747.044,880099.202,808555.196,865464.07,620496.618,834974.673,862146.265,930453.813,952265.25,850740.19,924247.185,891809.024,1169310.111,982713.266,1116767.353,956684.964,823473.744,1169528.074,1154670.855,829485.964,808698.688,988162.896,809083.881,985714.34,891368.365,872628.122,888805.469,771793.27,842507.137,1136350.116,1001473.077,1112519.801,1135115.949,1039339.043,797861.873,884105.993,833060.691,860530.074,934310.018,1121931.47,884003.685,735615.498,957915.72,990781.327,
